"Major_Sown_Ha_N","Major_Sown_Ha_Mean","Major_Sown_Ha_SD","Major_Sown_Ha_Median","Major_Sown_Ha_Minimum","Major_Sown_Ha_Maximum","Minor_Sown_Ha_N","Minor_Sown_Ha_Mean","Minor_Sown_Ha_SD","Minor_Sown_Ha_Median","Minor_Sown_Ha_Minimum","Minor_Sown_Ha_Maximum","Rainfed_Sown_Ha_N","Rainfed_Sown_Ha_Mean","Rainfed_Sown_Ha_SD","Rainfed_Sown_Ha_Median","Rainfed_Sown_Ha_Minimum","Rainfed_Sown_Ha_Maximum","All_Sown_Ha_N","All_Sown_Ha_Mean","All_Sown_Ha_SD","All_Sown_Ha_Median","All_Sown_Ha_Minimum","All_Sown_Ha_Maximum","Major_Harvested_Ha_N","Major_Harvested_Ha_Mean","Major_Harvested_Ha_SD","Major_Harvested_Ha_Median","Major_Harvested_Ha_Minimum","Major_Harvested_Ha_Maximum","Minor_Harvested_Ha_N","Minor_Harvested_Ha_Mean","Minor_Harvested_Ha_SD","Minor_Harvested_Ha_Median","Minor_Harvested_Ha_Minimum","Minor_Harvested_Ha_Maximum","Rainfed_Harvested_Ha_N","Rainfed_Harvested_Ha_Mean","Rainfed_Harvested_Ha_SD","Rainfed_Harvested_Ha_Median","Rainfed_Harvested_Ha_Minimum","Rainfed_Harvested_Ha_Maximum","All_Harvested_Ha_N","All_Harvested_Ha_Mean","All_Harvested_Ha_SD","All_Harvested_Ha_Median","All_Harvested_Ha_Minimum","All_Harvested_Ha_Maximum","Major_Yield_kg_per_ha_N","Major_Yield_kg_per_ha_Mean","Major_Yield_kg_per_ha_SD","Major_Yield_kg_per_ha_Median","Major_Yield_kg_per_ha_Minimum","Major_Yield_kg_per_ha_Maximum","Minor_Yield_kg_per_ha_N","Minor_Yield_kg_per_ha_Mean","Minor_Yield_kg_per_ha_SD","Minor_Yield_kg_per_ha_Median","Minor_Yield_kg_per_ha_Minimum","Minor_Yield_kg_per_ha_Maximum","Rainfed_Yield_kg_per_ha_N","Rainfed_Yield_kg_per_ha_Mean","Rainfed_Yield_kg_per_ha_SD","Rainfed_Yield_kg_per_ha_Median","Rainfed_Yield_kg_per_ha_Minimum","Rainfed_Yield_kg_per_ha_Maximum","Average_Yield_kg_per_ha_N","Average_Yield_kg_per_ha_Mean","Average_Yield_kg_per_ha_SD","Average_Yield_kg_per_ha_Median","Average_Yield_kg_per_ha_Minimum","Average_Yield_kg_per_ha_Maximum","Nett_Harvested_Ha_N","Nett_Harvested_Ha_Mean","Nett_Harvested_Ha_SD","Nett_Harvested_Ha_Median","Nett_Harvested_Ha_Minimum","Nett_Harvested_Ha_Maximum","Total_Production_MT_N","Total_Production_MT_Mean","Total_Production_MT_SD","Total_Production_MT_Median","Total_Production_MT_Minimum","Total_Production_MT_Maximum"
896,12303.125,16248.9735133291,5891.5,0,66727,950,5639.88,8326.48693906294,3277.5,0,53536,869,5810.48561565017,7309.7602571741,3172,0,40822,974,22002.863449692,22808.1548127376,12998,48,127517,897,12024.6633221851,16027.5750434966,5374,0,66447,948,5434.06751054852,8133.73679023607,3129.5,0,53383,868,5350.06797235023,6866.11280027842,2883,0,38819,974,21130.9127310062,22238.286469586,12617.5,48,127203,897,4292.78818283166,915.954483474861,4366,0,6958,949,3720.45205479452,763.592556174038,3680,0,6272,865,3319.83815028902,668.949756719511,3323,746,5873,974,3919.28234086242,831.522297537114,3901,1547,6622,974,18911.2012320329,20263.9567735881,10610,46,102284,974,79296.9363449692,91854.0126217656,40019,185,530356
